"Date Heure, UTC",T_2D,T_4D,T_4G,T_7D,2D_Heating_power_[Wh],4D_Heating_power_[Wh],4G_Heating_power_[Wh],7D_Heating_power_[Wh]
2021-10-06 00:00:00,20.7355,21.0855,25.262,20.6225,0.0,0.0,3000.0,0.0
2021-10-06 01:00:00,20.68,20.995666666666665,25.379166666666663,20.6105,0.0,0.0,3000.0,0.0
2021-10-06 02:00:00,20.64,20.910416666666663,25.459916666666665,20.583,0.0,0.0,3000.0,0.0
2021-10-06 03:00:00,20.59641666666667,20.83075,25.575166666666668,20.533,0.0,0.0,3000.0,0.0
2021-10-06 04:00:00,20.7635,20.76533333333333,25.637833333333333,20.519,4000.0,0.0,3000.0,0.0
2021-10-06 05:00:00,21.451416666666667,20.69383333333333,25.825333333333333,20.479333333333333,1000.0,0.0,3000.0,0.0
2021-10-06 06:00:00,21.294166666666666,20.675916666666662,25.582666666666668,20.43175,0.0,0.0,0.0,0.0
2021-10-06 07:00:00,21.173,20.815,25.09858333333333,20.4555,0.0,0.0,0.0,0.0
2021-10-06 08:00:00,21.006,20.8845,24.680166666666665,20.4395,0.0,0.0,0.0,0.0
2021-10-06 09:00:00,21.0295,21.07708333333333,24.470333333333336,20.505,0.0,0.0,0.0,0.0
2021-10-06 10:00:00,21.09325,21.03558333333333,24.432250000000003,20.58258333333333,0.0,0.0,0.0,0.0
2021-10-06 11:00:00,21.02166666666667,20.9105,24.321583333333333,20.55858333333333,0.0,0.0,0.0,0.0
2021-10-06 12:00:00,20.96,20.869,24.22308333333333,20.535,0.0,0.0,0.0,0.0
2021-10-06 13:00:00,20.92225,20.817,24.178916666666662,20.519,0.0,0.0,0.0,0.0
2021-10-06 14:00:00,20.922166666666666,20.807,24.07025,20.523000000000003,0.0,0.0,0.0,0.0
2021-10-06 15:00:00,21.083333333333336,20.823,24.088083333333334,20.59058333333333,0.0,0.0,0.0,0.0
2021-10-06 16:00:00,21.13508333333333,20.93241666666667,24.174499999999995,20.63808333333333,0.0,0.0,0.0,0.0
2021-10-06 17:00:00,21.063416666666665,21.067416666666663,24.32625,20.729666666666667,0.0,0.0,2000.0,0.0
2021-10-06 18:00:00,20.99,21.0295,24.5585,20.75933333333333,0.0,0.0,1000.0,0.0
2021-10-06 19:00:00,20.922083333333333,20.97783333333333,24.51908333333333,20.747416666666663,0.0,0.0,2000.0,0.0
2021-10-06 20:00:00,20.82875,20.944416666666665,24.759,20.68175,0.0,0.0,3000.0,0.0
2021-10-06 21:00:00,20.747416666666663,20.9205,24.98483333333333,20.600416666666668,0.0,0.0,2000.0,0.0
2021-10-06 22:00:00,20.688,20.8925,25.18875,20.55291666666667,0.0,0.0,3000.0,0.0
2021-10-06 23:00:00,20.63808333333333,20.80291666666667,25.336166666666664,20.51533333333333,0.0,0.0,3000.0,0.0
2021-10-07 00:00:00,20.5845,20.735666666666667,25.435416666666665,20.4755,0.0,0.0,3000.0,0.0
2021-10-07 01:00:00,20.513333333333332,20.662,25.565,20.434,0.0,0.0,3000.0,0.0
2021-10-07 02:00:00,20.68208333333333,20.5885,25.6845,20.394,4000.0,0.0,4000.0,0.0
2021-10-07 03:00:00,21.335916666666662,20.51908333333333,25.79808333333333,20.348416666666665,2000.0,0.0,3000.0,0.0
2021-10-07 04:00:00,21.079416666666667,20.4815,25.895333333333333,20.29283333333333,0.0,0.0,4000.0,0.0
2021-10-07 05:00:00,21.00183333333333,20.31075,26.000833333333333,20.12825,2000.0,0.0,3000.0,0.0
2021-10-07 06:00:00,21.396,20.09058333333333,26.213833333333334,20.013,1000.0,0.0,3000.0,0.0
2021-10-07 07:00:00,21.388,20.605166666666666,25.824666666666666,20.275,0.0,0.0,0.0,0.0
2021-10-07 08:00:00,21.36208333333333,20.994416666666663,25.56533333333333,20.376083333333334,0.0,0.0,0.0,0.0
